,Country,Happiness Rank,Happiness Score,Trust (Government Corruption)
150,Rwanda,151,3.47099995613098,0.455220013856888
151,Syria,152,3.46199989318848,0.151347130537033
152,Tanzania,153,3.34899997711182,0.0660351067781448
153,Burundi,154,2.90499997138977,0.0841479450464249
154,Central African Republic,155,2.69300007820129,0.0565650761127472
